station_id,stationname,date,daytype,rides 
40350,UIC-Halsted,04/03/2005,U,1156
40350,UIC-Halsted,01/26/2017,W,7399
40350,UIC-Halsted,08/26/2014,W,8211
40350,UIC-Halsted,02/24/2007,A,1385
40350,UIC-Halsted,01/14/2002,W,5918
40350,UIC-Halsted,11/13/2006,W,6045
40350,UIC-Halsted,01/15/2012,U,1559
40350,UIC-Halsted,09/26/2014,W,7808
40350,UIC-Halsted,07/27/2013,A,2185
40350,UIC-Halsted,03/27/2014,W,3273
40350,UIC-Halsted,12/25/2004,U,259
40350,UIC-Halsted,02/10/2011,W,6793
40350,UIC-Halsted,05/09/2014,W,5768
40350,UIC-Halsted,09/21/2005,W,7409
40350,UIC-Halsted,08/05/2016,W,3269
40350,UIC-Halsted,08/27/2016,A,2897
40350,UIC-Halsted,10/08/2005,A,2050
40350,UIC-Halsted,12/18/2003,W,2423
40350,UIC-Halsted,06/03/2011,W,3549
40350,UIC-Halsted,11/29/2014,A,1350
40350,UIC-Halsted,08/23/2013,W,4649
40350,UIC-Halsted,08/29/2016,W,8365
40350,UIC-Halsted,12/24/2012,W,996
40350,UIC-Halsted,03/22/2014,A,2139
40350,UIC-Halsted,03/03/2005,W,5930
40350,UIC-Halsted,07/29/2005,W,2711
40350,UIC-Halsted,12/14/2001,W,2480
40350,UIC-Halsted,08/19/2017,A,1603
40350,UIC-Halsted,09/05/2010,U,1751
40350,UIC-Halsted,11/01/2011,W,7644
40350,UIC-Halsted,02/20/2014,W,7594
40350,UIC-Halsted,05/25/2016,W,3359
40350,UIC-Halsted,12/26/2016,U,836
40350,UIC-Halsted,03/10/2004,W,6081
40350,UIC-Halsted,04/27/2006,W,6026
40350,UIC-Halsted,06/07/2001,W,3092
40350,UIC-Halsted,01/22/2002,W,5701
40350,UIC-Halsted,02/29/2008,W,5525
40350,UIC-Halsted,09/23/2016,W,8490
40350,UIC-Halsted,08/18/2005,W,3219
40350,UIC-Halsted,04/22/2005,W,5285
40350,UIC-Halsted,07/30/2002,W,3315
40350,UIC-Halsted,01/26/2002,A,1450
40350,UIC-Halsted,09/09/2013,W,7127
40350,UIC-Halsted,09/09/2009,W,6823
40350,UIC-Halsted,07/25/2003,W,3343
40350,UIC-Halsted,03/20/2002,W,2710
40350,UIC-Halsted,06/04/2003,W,3671
40350,UIC-Halsted,05/31/2007,W,3167
40350,UIC-Halsted,05/26/2011,W,3631
40350,UIC-Halsted,08/30/2009,U,1535
40350,UIC-Halsted,12/29/2012,A,1177
40350,UIC-Halsted,06/01/2009,W,2664
40350,UIC-Halsted,04/25/2014,W,7100
40350,UIC-Halsted,11/30/2001,W,5361
40350,UIC-Halsted,08/13/2010,W,2537
40350,UIC-Halsted,10/09/2014,W,7834
40350,UIC-Halsted,08/25/2016,W,8231
40350,UIC-Halsted,08/03/2016,W,3621
40350,UIC-Halsted,03/05/2014,W,7639
40350,UIC-Halsted,11/15/2003,A,1746
40350,UIC-Halsted,08/21/2008,W,3847
40350,UIC-Halsted,11/08/2011,W,7732
40350,UIC-Halsted,07/17/2016,U,1317
40350,UIC-Halsted,07/23/2004,W,3377
40350,UIC-Halsted,08/30/2008,A,1965
40350,UIC-Halsted,04/13/2005,W,6046
40350,UIC-Halsted,06/01/2011,W,2363
40350,UIC-Halsted,04/07/2014,W,7166
40350,UIC-Halsted,10/17/2015,A,2669
40350,UIC-Halsted,02/18/2010,W,5926
40350,UIC-Halsted,08/30/2002,W,6676
40350,UIC-Halsted,11/22/2011,W,7291
40350,UIC-Halsted,06/26/2008,W,3779
40350,UIC-Halsted,05/14/2010,W,2731
40350,UIC-Halsted,04/19/2008,A,1721
40350,UIC-Halsted,05/12/2005,W,2750
40350,UIC-Halsted,03/03/2016,W,7352
40350,UIC-Halsted,08/20/2011,A,2408
40350,UIC-Halsted,10/18/2007,W,6288
40350,UIC-Halsted,01/06/2005,W,2581
40350,UIC-Halsted,10/28/2015,W,8361
40350,UIC-Halsted,12/27/2006,W,1451
40350,UIC-Halsted,09/10/2008,W,7072
40350,UIC-Halsted,10/22/2004,W,6285
40350,UIC-Halsted,08/16/2009,U,921
40350,UIC-Halsted,07/10/2015,W,3956
40350,UIC-Halsted,03/11/2015,W,7010
40350,UIC-Halsted,03/12/2008,W,5681
40350,UIC-Halsted,04/14/2006,W,5763
40350,UIC-Halsted,10/23/2008,W,6930
40350,UIC-Halsted,11/30/2010,W,6641
40350,UIC-Halsted,03/16/2017,W,7315
40350,UIC-Halsted,06/29/2007,W,3177
40350,UIC-Halsted,12/08/2011,W,5766
40350,UIC-Halsted,09/20/2017,W,8724
40350,UIC-Halsted,03/24/2004,W,2574
40350,UIC-Halsted,04/10/2013,W,7009
40350,UIC-Halsted,09/25/2003,W,7205
40350,UIC-Halsted,01/19/2012,W,7296
40350,UIC-Halsted,01/06/2004,W,2152
40350,UIC-Halsted,10/20/2006,W,6403
40350,UIC-Halsted,06/16/2004,W,3535
40350,UIC-Halsted,10/01/2017,U,1710
40350,UIC-Halsted,01/03/2004,A,819
40350,UIC-Halsted,05/21/2012,W,2743
40350,UIC-Halsted,03/20/2006,W,2779
40350,UIC-Halsted,05/26/2004,W,2455
40350,UIC-Halsted,02/05/2008,W,5611
40350,UIC-Halsted,11/22/2009,U,1261
40350,UIC-Halsted,09/17/2012,W,8017
40350,UIC-Halsted,06/12/2008,W,3227
40350,UIC-Halsted,05/20/2010,W,2913
40350,UIC-Halsted,04/13/2015,W,6561
40350,UIC-Halsted,09/02/2017,A,2170
40350,UIC-Halsted,09/25/2001,W,6145
40350,UIC-Halsted,02/19/2015,W,5413
40350,UIC-Halsted,08/13/2015,W,2929
40350,UIC-Halsted,12/24/2016,A,823
40350,UIC-Halsted,02/24/2006,W,6053
40350,UIC-Halsted,02/11/2012,A,2384
40350,UIC-Halsted,05/10/2002,W,2525
40350,UIC-Halsted,03/20/2012,W,3635
40350,UIC-Halsted,10/14/2004,W,6978
40350,UIC-Halsted,07/02/2004,W,3315
40350,UIC-Halsted,02/24/2005,W,6049
40350,UIC-Halsted,01/17/2009,A,1505
40350,UIC-Halsted,05/17/2013,W,3553
40350,UIC-Halsted,05/04/2008,U,1129
40350,UIC-Halsted,07/30/2005,A,1365
40350,UIC-Halsted,08/23/2003,A,2161
40350,UIC-Halsted,07/03/2002,W,5240
40350,UIC-Halsted,07/24/2004,A,1113
40350,UIC-Halsted,07/20/2012,W,3996
40350,UIC-Halsted,12/16/2015,W,3460
40350,UIC-Halsted,05/31/2013,W,3628
40350,UIC-Halsted,07/03/2017,W,2475
40350,UIC-Halsted,02/13/2010,A,1820
40350,UIC-Halsted,12/29/2007,A,757
40350,UIC-Halsted,11/24/2015,W,8028
40350,UIC-Halsted,10/18/2001,W,6065
40350,UIC-Halsted,03/13/2009,W,5754
40350,UIC-Halsted,03/30/2007,W,2333
40350,UIC-Halsted,02/22/2006,W,6433
40350,UIC-Halsted,01/26/2013,A,2256
40350,UIC-Halsted,01/10/2001,W,4764
40350,UIC-Halsted,06/02/2012,A,2200
40350,UIC-Halsted,10/17/2010,U,1772
40350,UIC-Halsted,05/09/2006,W,3133
40350,UIC-Halsted,06/24/2007,U,977
40350,UIC-Halsted,02/27/2016,A,2361
40350,UIC-Halsted,01/07/2015,W,2020
40350,UIC-Halsted,06/25/2003,W,3560
40350,UIC-Halsted,07/30/2016,A,1826
40350,UIC-Halsted,10/04/2016,W,8115
40350,UIC-Halsted,02/02/2011,W,1084
40350,UIC-Halsted,01/16/2002,W,6042
40350,UIC-Halsted,07/07/2003,W,3384
40350,UIC-Halsted,05/03/2013,W,6700
40350,UIC-Halsted,04/26/2003,A,1598
40350,UIC-Halsted,11/25/2016,W,1486
40350,UIC-Halsted,04/14/2001,A,936
40350,UIC-Halsted,09/19/2013,W,6651
40350,UIC-Halsted,08/30/2001,W,6379
40350,UIC-Halsted,07/12/2003,A,1176
40350,UIC-Halsted,05/07/2004,W,4482
40350,UIC-Halsted,02/23/2010,W,6024
40350,UIC-Halsted,01/19/2010,W,6111
40350,UIC-Halsted,04/07/2005,W,5996
40350,UIC-Halsted,12/24/2003,W,1074
40350,UIC-Halsted,01/14/2011,W,6385
40350,UIC-Halsted,10/26/2009,W,6090
40350,UIC-Halsted,06/17/2006,A,1495
40350,UIC-Halsted,04/28/2017,W,6699
40350,UIC-Halsted,08/20/2001,W,5914
40350,UIC-Halsted,11/29/2006,W,6068
40350,UIC-Halsted,07/04/2002,U,990
40350,UIC-Halsted,10/11/2012,W,8223
40350,UIC-Halsted,08/11/2004,W,2535
40350,UIC-Halsted,09/03/2011,A,2543
40350,UIC-Halsted,02/19/2011,A,2419
40350,UIC-Halsted,02/11/2011,W,6603
40350,UIC-Halsted,07/13/2007,W,3272
40350,UIC-Halsted,11/11/2014,W,7100
40350,UIC-Halsted,02/24/2014,W,7131
40350,UIC-Halsted,09/09/2004,W,7123
40350,UIC-Halsted,08/11/2012,A,1732
40350,UIC-Halsted,02/04/2013,W,7211
40350,UIC-Halsted,11/22/2012,U,1058
40350,UIC-Halsted,07/17/2001,W,3169
40350,UIC-Halsted,09/02/2015,W,8556
40350,UIC-Halsted,06/19/2002,W,3553
40350,UIC-Halsted,09/11/2016,U,1773
40350,UIC-Halsted,01/17/2015,A,2138
40350,UIC-Halsted,07/01/2001,U,773
40350,UIC-Halsted,01/26/2015,W,7077
40350,UIC-Halsted,11/01/2008,A,2525
40350,UIC-Halsted,06/19/2006,W,3605
40350,UIC-Halsted,11/08/2015,U,2364
40350,UIC-Halsted,04/23/2008,W,6010
40350,UIC-Halsted,02/20/2009,W,5736
40350,UIC-Halsted,01/02/2010,A,654
40350,UIC-Halsted,08/19/2016,W,4008
40350,UIC-Halsted,02/28/2013,W,7293
40350,UIC-Halsted,07/02/2003,W,4069
40350,UIC-Halsted,07/09/2005,A,1254
40350,UIC-Halsted,03/14/2012,W,7058
40350,UIC-Halsted,05/19/2007,A,1289
40350,UIC-Halsted,06/26/2003,W,3477
40350,UIC-Halsted,03/19/2013,W,7236
40350,UIC-Halsted,01/19/2013,A,2351
40350,UIC-Halsted,07/19/2014,A,2991
40350,UIC-Halsted,07/03/2009,U,2032
40350,UIC-Halsted,11/24/2002,U,1085
40350,UIC-Halsted,04/06/2002,A,1676
40350,UIC-Halsted,02/13/2016,A,2110
40350,UIC-Halsted,05/21/2007,W,2305
40350,UIC-Halsted,10/01/2016,A,2284
40350,UIC-Halsted,11/05/2001,W,5629
40350,UIC-Halsted,12/03/2005,A,1717
40350,UIC-Halsted,12/26/2008,W,1030
40350,UIC-Halsted,01/13/2014,W,7760
40350,UIC-Halsted,10/16/2007,W,6331
40350,UIC-Halsted,04/18/2004,U,1172
40350,UIC-Halsted,07/14/2003,W,3591
40350,UIC-Halsted,05/13/2010,W,2544
40350,UIC-Halsted,03/20/2003,W,2758
40350,UIC-Halsted,03/11/2002,W,5256
40350,UIC-Halsted,03/12/2017,U,1440
40350,UIC-Halsted,04/14/2004,W,5968
40350,UIC-Halsted,08/15/2001,W,2909
40350,UIC-Halsted,11/25/2013,W,7519
40350,UIC-Halsted,01/04/2008,W,1998
40350,UIC-Halsted,12/22/2003,W,2012
40350,UIC-Halsted,11/07/2007,W,6169
40350,UIC-Halsted,05/03/2015,U,1549
40350,UIC-Halsted,08/17/2012,W,3306
40350,UIC-Halsted,03/13/2011,U,1627
40350,UIC-Halsted,06/17/2014,W,3887
40350,UIC-Halsted,10/30/2015,W,8376
40350,UIC-Halsted,11/02/2012,W,7930
40350,UIC-Halsted,03/30/2009,W,5467
40350,UIC-Halsted,11/24/2008,W,6128
40350,UIC-Halsted,06/05/2004,A,1160
40350,UIC-Halsted,01/29/2006,U,1115
40350,UIC-Halsted,08/06/2002,W,2650
40350,UIC-Halsted,04/20/2008,U,1336
40350,UIC-Halsted,07/25/2015,A,1528
40350,UIC-Halsted,04/17/2015,W,6869
40350,UIC-Halsted,01/01/2012,U,1071
40350,UIC-Halsted,10/15/2003,W,7455
40350,UIC-Halsted,09/01/2008,U,1357
40350,UIC-Halsted,12/12/2008,W,4365
40350,UIC-Halsted,11/25/2015,W,6881
40350,UIC-Halsted,10/16/2006,W,6415
40350,UIC-Halsted,10/09/2010,A,2647
40350,UIC-Halsted,09/19/2017,W,8550
40350,UIC-Halsted,04/12/2003,A,1786
40350,UIC-Halsted,12/16/2011,W,3266
40350,UIC-Halsted,02/07/2005,W,5826
40350,UIC-Halsted,03/01/2017,W,7374
40350,UIC-Halsted,10/20/2003,W,6738
40350,UIC-Halsted,11/27/2002,W,5981
40350,UIC-Halsted,04/03/2001,W,4223
40350,UIC-Halsted,08/20/2016,A,2153
40350,UIC-Halsted,07/23/2003,W,3683
40350,UIC-Halsted,12/02/2016,W,7667
40350,UIC-Halsted,01/01/2004,U,613
40350,UIC-Halsted,08/20/2006,U,940
40350,UIC-Halsted,04/10/2014,W,7341
40350,UIC-Halsted,11/17/2017,W,8020
40350,UIC-Halsted,09/04/2005,U,1365
40350,UIC-Halsted,02/18/2007,U,836
40350,UIC-Halsted,07/26/2007,W,2674
40350,UIC-Halsted,04/05/2012,W,7090
40350,UIC-Halsted,02/23/2008,A,1667
40350,UIC-Halsted,04/02/2013,W,7210
40350,UIC-Halsted,09/16/2008,W,6979
40350,UIC-Halsted,02/23/2016,W,7514
40350,UIC-Halsted,12/16/2009,W,2492
40350,UIC-Halsted,05/06/2009,W,4479
40350,UIC-Halsted,04/21/2012,A,2721
40350,UIC-Halsted,03/13/2001,W,2164
40350,UIC-Halsted,05/21/2015,W,3399
40350,UIC-Halsted,12/22/2010,W,2070
40350,UIC-Halsted,10/29/2006,U,1141
40350,UIC-Halsted,03/24/2001,A,1132
40350,UIC-Halsted,06/30/2017,W,3674
40350,UIC-Halsted,09/20/2003,A,1859
40350,UIC-Halsted,01/08/2014,W,3180
40350,UIC-Halsted,09/26/2001,W,6369
40350,UIC-Halsted,08/18/2011,W,4576
40350,UIC-Halsted,08/03/2013,A,2095
40350,UIC-Halsted,04/26/2016,W,7079
40350,UIC-Halsted,11/14/2003,W,6303
40350,UIC-Halsted,02/27/2015,W,6595
40350,UIC-Halsted,09/22/2014,W,8063
40350,UIC-Halsted,02/13/2012,W,7103
40350,UIC-Halsted,04/09/2015,W,6260
40350,UIC-Halsted,08/09/2012,W,3265
40350,UIC-Halsted,03/07/2016,W,7120
40350,UIC-Halsted,06/20/2003,W,3174
40350,UIC-Halsted,11/21/2016,W,7616
40350,UIC-Halsted,07/18/2009,A,1234
40350,UIC-Halsted,09/10/2012,W,8079
40350,UIC-Halsted,10/19/2017,W,8724
40350,UIC-Halsted,04/05/2016,W,7291
40350,UIC-Halsted,02/12/2015,W,6786
40350,UIC-Halsted,01/25/2003,A,1269
40350,UIC-Halsted,04/15/2001,U,526
40350,UIC-Halsted,08/16/2011,W,3851
40350,UIC-Halsted,02/20/2015,W,6398
40350,UIC-Halsted,05/28/2004,W,2387
40350,UIC-Halsted,06/01/2017,W,3629
40350,UIC-Halsted,01/02/2017,U,1035
40350,UIC-Halsted,11/20/2015,W,7964
40350,UIC-Halsted,12/28/2002,A,764
40350,UIC-Halsted,05/16/2006,W,2722
40350,UIC-Halsted,04/27/2010,W,5541
40350,UIC-Halsted,12/16/2010,W,2892
40350,UIC-Halsted,11/03/2003,W,6536
40350,UIC-Halsted,01/19/2017,W,7375
40350,UIC-Halsted,09/30/2003,W,7164
40350,UIC-Halsted,11/26/2006,U,851
40350,UIC-Halsted,09/01/2003,U,861
40350,UIC-Halsted,08/24/2004,W,6749
40350,UIC-Halsted,08/29/2009,A,2304
40350,UIC-Halsted,11/03/2015,W,7907
40350,UIC-Halsted,06/18/2008,W,3768
40350,UIC-Halsted,04/16/2007,W,5078
40350,UIC-Halsted,11/26/2009,U,652
40350,UIC-Halsted,09/18/2011,U,1833
40350,UIC-Halsted,06/23/2006,W,3665
40350,UIC-Halsted,06/04/2002,W,3314
40350,UIC-Halsted,11/30/2005,W,6476
40350,UIC-Halsted,11/02/2003,U,1077
40350,UIC-Halsted,09/01/2012,A,2287
40350,UIC-Halsted,12/26/2012,W,1348
40350,UIC-Halsted,05/12/2012,A,1643
40350,UIC-Halsted,09/18/2014,W,8439
40350,UIC-Halsted,10/25/2013,W,7935
40350,UIC-Halsted,12/20/2011,W,2726
40350,UIC-Halsted,09/23/2002,W,7270
40350,UIC-Halsted,03/11/2008,W,5598
40350,UIC-Halsted,09/09/2015,W,8587
40350,UIC-Halsted,04/20/2002,A,1497
40350,UIC-Halsted,02/14/2004,A,1533
40350,UIC-Halsted,05/29/2015,W,3284
40350,UIC-Halsted,07/04/2010,U,1177
40350,UIC-Halsted,04/01/2007,U,840
40350,UIC-Halsted,08/09/2013,W,3679
40350,UIC-Halsted,10/27/2014,W,7659
40350,UIC-Halsted,12/23/2006,A,798
40350,UIC-Halsted,11/03/2014,W,7549
40350,UIC-Halsted,04/25/2015,A,2128
40350,UIC-Halsted,04/10/2011,U,2016
40350,UIC-Halsted,10/01/2009,W,6597
40350,UIC-Halsted,04/22/2016,W,7019
40350,UIC-Halsted,03/06/2012,W,7516
40350,UIC-Halsted,04/24/2016,U,1673
40350,UIC-Halsted,09/04/2009,W,6455
40350,UIC-Halsted,07/11/2011,W,3976
40350,UIC-Halsted,07/09/2008,W,3951
40350,UIC-Halsted,05/21/2010,W,2817
40350,UIC-Halsted,09/04/2006,U,1120
40350,UIC-Halsted,10/12/2001,W,5696
40350,UIC-Halsted,12/12/2016,W,3441
40350,UIC-Halsted,05/01/2014,W,7147
40350,UIC-Halsted,07/19/2001,W,3041
40350,UIC-Halsted,09/11/2014,W,8320
40350,UIC-Halsted,02/03/2005,W,6342
40350,UIC-Halsted,08/28/2014,W,8018
40350,UIC-Halsted,01/25/2016,W,7545
40350,UIC-Halsted,10/26/2017,W,8537
40350,UIC-Halsted,08/01/2012,W,3614
40350,UIC-Halsted,06/16/2001,A,881
40350,UIC-Halsted,07/18/2005,W,3650
40350,UIC-Halsted,08/16/2012,W,3189
40350,UIC-Halsted,01/04/2011,W,2470
40350,UIC-Halsted,03/18/2010,W,6052
40350,UIC-Halsted,06/22/2016,W,3913
40350,UIC-Halsted,10/15/2004,W,6408
40350,UIC-Halsted,09/04/2010,A,2543
40350,UIC-Halsted,12/21/2002,A,878
40350,UIC-Halsted,07/25/2006,W,2756
40350,UIC-Halsted,06/03/2009,W,2764
40350,UIC-Halsted,03/27/2001,W,4364
40350,UIC-Halsted,10/16/2013,W,8155
40350,UIC-Halsted,02/08/2003,A,1378
40350,UIC-Halsted,03/12/2004,W,5326
40350,UIC-Halsted,12/19/2012,W,3246
40350,UIC-Halsted,10/25/2006,W,6563
40350,UIC-Halsted,06/04/2011,A,1716
40350,UIC-Halsted,07/05/2006,W,3669
40350,UIC-Halsted,08/25/2011,W,8213
40350,UIC-Halsted,01/26/2008,A,1607
40350,UIC-Halsted,07/04/2016,U,1194
40350,UIC-Halsted,04/08/2002,W,5021
40350,UIC-Halsted,04/03/2008,W,5748
40350,UIC-Halsted,11/01/2006,W,6387
40350,UIC-Halsted,11/26/2015,U,997
40350,UIC-Halsted,09/13/2015,U,1981
40350,UIC-Halsted,02/08/2015,U,1361
40350,UIC-Halsted,09/01/2002,U,998
40350,UIC-Halsted,11/11/2012,U,2126
40350,UIC-Halsted,08/10/2011,W,3129
40350,UIC-Halsted,05/13/2002,W,2381
40350,UIC-Halsted,06/21/2017,W,3924
40350,UIC-Halsted,01/28/2007,U,814
40350,UIC-Halsted,03/30/2017,W,6792
40350,UIC-Halsted,06/14/2009,U,1209
40350,UIC-Halsted,09/22/2016,W,8386
40350,UIC-Halsted,05/12/2006,W,2862
40350,UIC-Halsted,11/15/2015,U,1802
40350,UIC-Halsted,02/20/2004,W,5529
40350,UIC-Halsted,11/05/2017,U,1588
40350,UIC-Halsted,06/13/2013,W,3837
40350,UIC-Halsted,05/09/2013,W,5374
40350,UIC-Halsted,03/29/2007,W,2493
40350,UIC-Halsted,09/09/2012,U,1964
40350,UIC-Halsted,04/04/2017,W,7186
40350,UIC-Halsted,04/03/2011,U,1663
40350,UIC-Halsted,01/04/2009,U,697
40350,UIC-Halsted,04/05/2014,A,2528
40350,UIC-Halsted,10/19/2006,W,6726
40350,UIC-Halsted,03/14/2008,W,6394
40350,UIC-Halsted,09/08/2010,W,7959
40350,UIC-Halsted,10/13/2009,W,6558
40350,UIC-Halsted,09/07/2017,W,8861
40350,UIC-Halsted,06/26/2002,W,3607
40350,UIC-Halsted,08/14/2013,W,3420
40350,UIC-Halsted,01/25/2002,W,5368
40350,UIC-Halsted,07/18/2015,A,1582
40350,UIC-Halsted,11/07/2015,A,2950
40350,UIC-Halsted,10/18/2005,W,7088
40350,UIC-Halsted,10/21/2013,W,8039
40350,UIC-Halsted,10/31/2009,A,712
40350,UIC-Halsted,08/19/2003,W,2807
40350,UIC-Halsted,06/12/2015,W,3416
40350,UIC-Halsted,06/24/2015,W,3914
40350,UIC-Halsted,04/19/2009,U,1123
40350,UIC-Halsted,08/09/2015,U,1254
40350,UIC-Halsted,05/13/2016,W,3297
40350,UIC-Halsted,04/21/2004,W,5727
40350,UIC-Halsted,11/03/2016,W,8091
40350,UIC-Halsted,10/08/2007,W,5895
40350,UIC-Halsted,03/28/2007,W,2452
40350,UIC-Halsted,06/11/2011,A,1995
40350,UIC-Halsted,03/21/2017,W,3267
40350,UIC-Halsted,07/18/2011,W,4023
40350,UIC-Halsted,01/18/2011,W,6959
40350,UIC-Halsted,03/21/2002,W,2532
40350,UIC-Halsted,03/07/2001,W,4563
40350,UIC-Halsted,07/11/2017,W,4048
40350,UIC-Halsted,10/06/2014,W,7968
40350,UIC-Halsted,03/21/2011,W,3119
40350,UIC-Halsted,06/12/2005,U,947
40350,UIC-Halsted,01/07/2001,U,485
40350,UIC-Halsted,12/14/2012,W,5615
40350,UIC-Halsted,04/08/2015,W,6735
40350,UIC-Halsted,10/01/2008,W,6857
40350,UIC-Halsted,12/15/2003,W,2714
40350,UIC-Halsted,07/22/2001,U,625
40350,UIC-Halsted,12/27/2005,W,1603
40350,UIC-Halsted,08/29/2011,W,8025
40350,UIC-Halsted,10/06/2007,A,2194
40350,UIC-Halsted,06/04/2004,W,3257
40350,UIC-Halsted,11/06/2007,W,6190
40350,UIC-Halsted,07/16/2008,W,3670
40350,UIC-Halsted,07/16/2004,W,3491
40350,UIC-Halsted,10/03/2007,W,6485
40350,UIC-Halsted,02/13/2014,W,7596
40350,UIC-Halsted,02/10/2008,U,924
40350,UIC-Halsted,08/03/2002,A,1060
40350,UIC-Halsted,12/25/2014,U,370
40350,UIC-Halsted,07/02/2015,W,3707
40350,UIC-Halsted,09/02/2013,U,1593
40350,UIC-Halsted,01/02/2014,W,2223
40350,UIC-Halsted,02/24/2011,W,6832
40350,UIC-Halsted,03/06/2003,W,5827
40350,UIC-Halsted,06/30/2013,U,1820
40350,UIC-Halsted,12/17/2014,W,3237
40350,UIC-Halsted,07/03/2007,W,3771
40350,UIC-Halsted,02/14/2008,W,5884
40350,UIC-Halsted,06/13/2008,W,2839
40350,UIC-Halsted,08/28/2017,W,8657
40350,UIC-Halsted,11/13/2011,U,1861
40350,UIC-Halsted,04/02/2009,W,5776
40350,UIC-Halsted,04/12/2010,W,5522
40350,UIC-Halsted,05/29/2004,A,1110
40350,UIC-Halsted,04/18/2002,W,5468
40350,UIC-Halsted,06/03/2001,U,502
40350,UIC-Halsted,08/30/2013,W,7475
40350,UIC-Halsted,06/25/2006,U,1004
40350,UIC-Halsted,06/23/2007,A,1154
40350,UIC-Halsted,03/21/2015,A,2099
40350,UIC-Halsted,03/04/2009,W,5917
40350,UIC-Halsted,06/25/2004,W,3471
40350,UIC-Halsted,02/09/2001,W,4192
40350,UIC-Halsted,06/28/2011,W,4049
40350,UIC-Halsted,06/14/2006,W,3730
40350,UIC-Halsted,12/09/2001,U,661
40350,UIC-Halsted,06/26/2010,A,1611
40350,UIC-Halsted,11/19/2010,W,6722
40350,UIC-Halsted,10/03/2013,W,8261
40350,UIC-Halsted,06/06/2002,W,3628
40350,UIC-Halsted,11/10/2009,W,6298
40350,UIC-Halsted,04/17/2013,W,6933
40350,UIC-Halsted,10/17/2012,W,8011
40350,UIC-Halsted,08/27/2007,W,6091
40350,UIC-Halsted,03/27/2009,W,2917
40350,UIC-Halsted,08/17/2002,A,1114
40350,UIC-Halsted,05/26/2007,A,925
40350,UIC-Halsted,05/05/2015,W,4882
40350,UIC-Halsted,07/01/2015,W,3700
40350,UIC-Halsted,02/23/2006,W,6195
40350,UIC-Halsted,09/03/2004,W,6540
40350,UIC-Halsted,02/21/2014,W,7210
40350,UIC-Halsted,12/21/2014,U,952
40350,UIC-Halsted,01/09/2010,A,1040
40350,UIC-Halsted,10/12/2004,W,6957
40350,UIC-Halsted,04/06/2017,W,7117
40350,UIC-Halsted,02/23/2011,W,6898
40350,UIC-Halsted,05/11/2014,U,1384
40350,UIC-Halsted,02/10/2016,W,7407
40350,UIC-Halsted,04/30/2014,W,6985
40350,UIC-Halsted,05/04/2017,W,5155
40350,UIC-Halsted,04/16/2015,W,6502
40350,UIC-Halsted,03/20/2017,W,3176
40350,UIC-Halsted,04/18/2006,W,6088
40350,UIC-Halsted,06/04/2007,W,3109
40350,UIC-Halsted,02/26/2012,U,1676
40350,UIC-Halsted,12/27/2002,W,1514
40350,UIC-Halsted,07/28/2004,W,3006
40350,UIC-Halsted,02/09/2015,W,7057
40350,UIC-Halsted,07/13/2015,W,3703
40350,UIC-Halsted,12/27/2009,U,504
40350,UIC-Halsted,06/26/2005,U,1180
40350,UIC-Halsted,12/14/2008,U,939
40350,UIC-Halsted,08/27/2015,W,8273
40350,UIC-Halsted,09/12/2014,W,7767
40350,UIC-Halsted,08/08/2012,W,3332
40350,UIC-Halsted,12/05/2004,U,1084
40350,UIC-Halsted,08/14/2010,A,1326
40350,UIC-Halsted,03/28/2005,W,5397
40350,UIC-Halsted,11/17/2009,W,6119
40350,UIC-Halsted,05/20/2003,W,2502
40350,UIC-Halsted,08/14/2014,W,3316
40350,UIC-Halsted,12/26/2011,U,862
40350,UIC-Halsted,06/28/2008,A,1760
40350,UIC-Halsted,05/31/2014,A,1800
40350,UIC-Halsted,01/26/2001,W,4304
40350,UIC-Halsted,08/18/2003,W,2571
40350,UIC-Halsted,06/22/2008,U,1165
40350,UIC-Halsted,03/24/2005,W,2577
40350,UIC-Halsted,10/20/2013,U,2065
40350,UIC-Halsted,12/25/2002,U,349
40350,UIC-Halsted,06/22/2001,W,2671
40350,UIC-Halsted,06/15/2016,W,4027
40350,UIC-Halsted,07/01/2014,W,3702
40350,UIC-Halsted,10/24/2007,W,6476
40350,UIC-Halsted,08/08/2009,A,1329
40350,UIC-Halsted,08/21/2001,W,6053
40350,UIC-Halsted,04/17/2007,W,5191
40350,UIC-Halsted,04/13/2008,U,1194
40350,UIC-Halsted,06/01/2008,U,975
40350,UIC-Halsted,07/13/2004,W,3550
40350,UIC-Halsted,01/16/2011,U,1396
40350,UIC-Halsted,11/07/2012,W,8021
40350,UIC-Halsted,09/01/2009,W,7048
40350,UIC-Halsted,08/11/2007,A,887
40350,UIC-Halsted,07/12/2014,A,1591
40350,UIC-Halsted,06/24/2005,W,3357
40350,UIC-Halsted,07/08/2009,W,3659
40350,UIC-Halsted,03/12/2012,W,7149
40350,UIC-Halsted,07/29/2012,U,1380
40350,UIC-Halsted,11/13/2005,U,1140
40350,UIC-Halsted,03/19/2003,W,2775
40350,UIC-Halsted,03/28/2003,W,5626
40350,UIC-Halsted,04/26/2017,W,7091
40350,UIC-Halsted,02/12/2013,W,7257
40350,UIC-Halsted,02/26/2001,W,4344
40350,UIC-Halsted,10/03/2008,W,6717
40350,UIC-Halsted,10/28/2001,U,842
